Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-13,598.7790297326962,607.7012338181172,598.7790297326962,599.7703857421875,25971622,0.0,0
2021-04-14,602.7444150837418,606.7098388671875,594.8135675168504,606.7098388671875,30077913,0.0,0
2021-04-15,606.7098611514286,613.6493530273438,601.7530812400607,613.6493530273438,33530942,0.0,0
2021-04-16,604.7271728515625,605.7185288726306,597.7876807040855,604.7271728515625,48507383,0.0,0
2021-04-19,599.7704318981265,601.7531440696905,595.8050075549984,597.7877197265625,24231637,0.0,0
2021-04-20,592.830901592673,596.7963256835938,589.8568335244822,596.7963256835938,34771635,0.0,0
2021-04-21,593.8222434585159,593.8222434585159,586.8827514648438,586.8827514648438,38458220,0.0,0
2021-04-22,590.8481986470231,592.8309107230198,585.8914184570312,585.8914184570312,33868521,0.0,0
2021-04-23,586.8827654562916,596.7963256835938,584.9000534108311,596.7963256835938,27754511,0.0,0
2021-04-26,599.7703927462218,604.7271728515625,597.7876807040855,604.7271728515625,30887664,0.0,0
2021-04-27,602.7444608094262,605.7185288726306,599.7703927462218,604.7271728515625,26317481,0.0,0
2021-04-28,600.7617497745147,602.7444618199751,595.8049696608635,596.7963256835938,24024054,0.0,0
2021-04-29,603.7358645629882,603.7358645629882,594.8136596679686,594.8136596679688,31828333,0.0,0
2021-05-03,589.8568507603236,591.8395628637197,582.9173583984375,582.9173583984375,41762441,0.0,0
2021-05-04,582.9173503430361,588.8654865710263,576.9692141150459,585.8914184570312,40273595,0.0,0
2021-05-05,588.8654409555288,588.8654409555288,579.9432373046875,579.9432373046875,29254785,0.0,0
2021-05-06,584.9000323163996,584.9000323163996,574.9864724466302,581.9259643554688,30725590,0.0,0
2021-05-07,588.8654249188099,594.8135605240504,583.9086452477762,593.8222045898438,28075722,0.0,0
2021-05-10,590.84818349427,591.8395395068442,582.9173353936757,583.90869140625,20434079,0.0,0
2021-05-11,573.9951179357419,574.9864739252681,565.0729140300049,566.0642700195312,59349193,0.0,0
2021-05-12,562.0988548278808,566.0642788478306,513.522410583496,555.1593627929688,131741482,0.0,0
2021-05-13,542.271728515625,558.1334244137055,536.3235925538448,542.271728515625,66765627,0.0,0
2021-05-14,551.1939467151033,557.1420828307338,547.2285226380161,552.185302734375,37533726,0.0,0
2021-05-17,539.2976754610655,553.1766597560194,536.3236073978611,544.2544555664062,56270958,0.0,0
2021-05-18,558.1333994832072,568.0469589766923,550.2025518884192,567.0556030273438,43689316,0.0,0
2021-05-19,566.0643011291611,567.0556571731702,560.1161648651068,562.098876953125,28908777,0.0,0
2021-05-20,562.098876953125,566.0643011291611,555.1593846450617,562.098876953125,29709287,0.0,0
2021-05-21,567.0556410544831,572.0124211336306,563.090216991165,568.0469970703125,27376731,0.0,0
2021-05-24,565.0729219678423,567.0556339747469,561.1074979540329,563.0902099609375,15629736,0.0,0
2021-05-25,571.021079009434,578.9519273290094,568.0470108895931,577.9605712890625,33039911,0.0,0
2021-05-26,581.9259492270967,582.9173051883013,575.9778134598691,579.9432373046875,18703987,0.0,0
2021-05-27,574.9864652967946,576.9691772460939,568.046973474247,576.9691772460938,62169719,0.0,0
2021-05-28,581.926017218121,586.8827976032838,576.9692368329581,584.9000854492188,29086873,0.0,0
2021-05-31,589.8568265521945,591.8395385742188,584.9000464971341,591.8395385742188,30657474,0.0,0
2021-06-01,592.8308715820314,593.8222275545766,589.8568036643957,592.8308715820312,17818326,0.0,0
2021-06-02,594.8135914522059,594.8135914522059,587.8740995519302,589.8568115234375,21872755,0.0,0
2021-06-03,594.8136297648385,594.8136297648385,590.8482055664062,590.8482055664062,21077164,0.0,0
2021-06-04,585.8913875804228,589.8568115234375,584.9000315946691,589.8568115234375,15756180,0.0,0
2021-06-07,588.8654634630358,589.8568194621317,577.9605474729796,586.8827514648438,17077625,0.0,0
2021-06-08,584.9000474188242,589.8568274816956,582.9173353936757,583.90869140625,13396324,0.0,0
2021-06-09,580.9346313476562,582.9173434000373,577.9605632690847,580.9346313476562,20023490,0.0,0
2021-06-10,585.8913571161897,593.8222045898438,581.9259333793627,593.8222045898438,28527745,0.0,0
2021-06-11,596.7963256835938,597.7876817063241,594.8136136381333,596.7963256835938,24227710,0.0,0
2021-06-15,601.7530668913241,603.7357788085938,600.7617109326893,603.7357788085938,26012250,0.0,0
2021-06-16,602.7444537706612,602.7444537706612,599.7703857421875,599.7703857421875,25856919,0.0,0
2021-06-17,598.27716910485,603.2545166015625,595.2907606068225,603.2545166015625,22872361,2.5,0
2021-06-18,605.2454750984659,605.2454750984659,598.2771883785823,600.2681274414062,32652017,0.0,0
2021-06-21,587.3269899345386,591.3088678323998,580.3587036132812,580.3587036132812,44279632,0.0,0
2021-06-22,582.3496338735403,585.336042252379,575.3813476562501,575.38134765625,27823974,0.0,0
2021-06-23,580.3587477227219,595.2907909745929,578.3678086224724,592.3043823242188,34392376,0.0,0
2021-06-24,595.290782656912,595.290782656912,585.3360872947563,587.3270263671875,16524230,0.0,0
2021-06-25,595.2907966833227,595.2907966833227,586.3315706462828,588.322509765625,18841696,0.0,0
2021-06-28,587.3270263671875,587.3270263671875,583.3451482223252,587.3270263671875,15028407,0.0,0
2021-06-29,595.2907909745929,595.2907909745929,588.3225041237198,592.3043823242188,28659610,0.0,0
2021-06-30,596.2862605247177,596.2862605247177,592.3043823242188,592.3043823242188,24883853,0.0,0
2021-07-01,593.2998240376,594.2952935410189,588.3224765205061,590.3134155273438,18250994,0.0,0
2021-07-02,587.3269985484428,590.3134070156383,584.3405900812473,585.3360595703125,18322419,0.0,0
2021-07-05,585.3361010866116,594.2953271236516,585.3361010866116,588.322509765625,28836816,0.0,0
2021-07-06,592.3043405687487,593.2998100486961,586.3315236890638,589.3179321289062,12997112,0.0,0
2021-07-07,587.3270208185369,591.3088989257812,585.3360817649148,591.3088989257812,16966158,0.0,0
2021-07-08,592.3043459937686,592.3043459937686,585.3360595703125,585.3360595703125,21140426,0.0,0
2021-07-09,579.3632480151032,582.3496565100264,577.3723090184877,581.3541870117188,29029415,0.0,0
2021-07-12,592.3043545341814,594.2952935410189,587.3270070170873,590.3134155273438,31304547,0.0,0
2021-07-13,597.2817133443164,605.2454695222406,596.2862438220758,604.25,52540315,0.0,0
2021-07-14,610.2228393554688,612.2137784724524,605.2454915630099,610.2228393554688,38418875,0.0,0
2021-07-15,610.2227922371234,611.21826171875,605.2454448289902,611.21826171875,22012834,0.0,0
2021-07-16,588.3224819941107,592.3043600448323,585.3360734560696,586.33154296875,57970545,0.0,0
2021-07-19,580.3587508054123,581.3542203608247,575.3814030283505,579.36328125,40644341,0.0,0
2021-07-20,576.3768587883901,581.354206446321,576.3768587883901,578.3677978515625,15354333,0.0,0
2021-07-21,583.3451399322249,583.3451399322249,577.372322799813,582.3496704101562,25828732,0.0,0
2021-07-22,586.3315706462828,591.3089184446383,584.3406315269406,588.322509765625,26058172,0.0,0
2021-07-23,589.3179570646367,589.3179570646367,580.358731366019,582.3496704101562,15271451,0.0,0
2021-07-26,588.3224790375808,588.3224790375808,577.372314453125,577.372314453125,21619179,0.0,0
2021-07-27,578.3677839608027,581.3541924838362,577.372314453125,577.372314453125,17785992,0.0,0
2021-07-28,573.3904226036269,576.3768310546875,570.4040141525663,576.3768310546875,36158305,0.0,0
2021-07-29,582.3496425622119,582.3496425622119,574.3858867664894,580.3587036132812,23224896,0.0,0
2021-07-30,578.3677839608027,579.3632534684806,575.3813754377694,577.372314453125,18999281,0.0,0
2021-08-02,580.3587396136785,587.3270263671875,577.3723310050318,587.3270263671875,23482491,0.0,0
2021-08-03,591.3088989257812,591.3088989257812,587.3270208185369,591.3088989257812,22747702,0.0,0
2021-08-04,595.2907436294043,595.2907436294043,591.3088657455955,593.2998046875,20313271,0.0,0
2021-08-05,595.2907436294043,595.2907436294043,590.3133962746434,593.2998046875,15116242,0.0,0
2021-08-06,593.2998575639805,593.2998575639805,585.3361010866116,588.322509765625,13687213,0.0,0
2021-08-09,587.327034573595,592.3043823242188,580.3587477227219,592.3043823242188,17390951,0.0,0
2021-08-10,593.2998575639805,593.2998575639805,586.3315706462828,588.322509765625,17190865,0.0,0
2021-08-11,587.3270263671875,587.3270263671875,582.3496786861097,587.3270263671875,19969687,0.0,0
2021-08-12,583.3451538085938,585.3360929000906,581.3542147170969,583.3451538085938,15444622,0.0,0
2021-08-13,582.349675977907,582.349675977907,576.3768587883901,578.3677978515625,22524428,0.0,0
2021-08-16,579.3632480151032,583.3451260083342,575.3813700218723,581.3541870117188,19315705,0.0,0
2021-08-17,581.3541870117188,581.3541870117188,581.3541870117188,581.3541870117188,0,0.0,0
2021-08-18,565.4266582847887,572.3949445664674,563.4357193471662,571.3994750976562,43716164,0.0,0
2021-08-19,570.404041706556,570.404041706556,556.4674682617188,556.4674682617188,38868947,0.0,0
2021-08-20,557.4629012398098,560.4493096393088,548.5036760413128,549.4991455078125,45614061,0.0,0
2021-08-23,557.4629130548807,569.4085469060568,556.4674435672828,563.4357299804688,33685159,0.0,0
2021-08-24,571.3995083895596,572.3949779163707,568.4130998091264,569.4085693359375,24844800,0.0,0
2021-08-25,576.3768532777444,582.3496704101562,571.3995056674012,582.3496704101562,27504657,0.0,0
2021-08-26,598.2771856134588,600.268124667081,588.322490345348,591.3088989257812,43822008,0.0,0
2021-08-27,593.2998462606948,597.2817244235183,590.3134376385773,596.2862548828125,27105651,0.0,0
2021-08-30,599.2726247740187,602.2590332031251,596.2862163449123,602.259033203125,36575609,0.0,0
2021-08-31,601.2635669024837,611.21826171875,595.290750012724,611.21826171875,52721470,0.0,0
2021-09-01,611.2183089139605,611.2183089139605,605.2454915630099,610.2228393554688,30092045,0.0,0
2021-09-02,610.2228171334432,612.2137561779242,604.25,604.25,24112463,0.0,0
2021-09-03,607.2364058956024,617.1911010742188,607.2364058956024,617.1911010742188,51562454,0.0,0
2021-09-06,620.1774795943319,635.1095216391392,618.1865406550243,628.1412353515625,55589014,0.0,0
2021-09-07,631.127654588433,631.127654588433,620.177490234375,620.177490234375,26526056,0.0,0
2021-09-08,619.1820261620936,624.1593736392808,609.2273312077191,616.1956176757812,37817737,0.0,0
2021-09-09,609.2273312077191,617.1910871712187,607.2363922168443,616.1956176757812,18735512,0.0,0
2021-09-10,612.2137205853724,620.177476300304,611.2182511210059,619.1820068359375,16304725,0.0,0
2021-09-13,616.1956231342099,617.1910926384654,610.2228061086763,612.2137451171875,15198774,0.0,0
2021-09-14,615.2001871479277,615.2001871479277,609.227369796977,610.2228393554688,14441901,0.0,0
2021-09-15,607.2364085667216,610.2228171334432,604.25,604.25,23433501,0.0,0
2021-09-16,603.0,607.0,599.0,600.0,22467022,2.75,0
2021-09-17,600.0,610.0,599.0,600.0,40717715,0.0,0
2021-09-22,586.0,589.0,583.0,586.0,40642293,0.0,0
2021-09-23,588.0,593.0,588.0,588.0,21696296,0.0,0
2021-09-24,591.0,598.0,590.0,598.0,16736973,0.0,0
2021-09-27,600.0,602.0,593.0,602.0,19464241,0.0,0
2021-09-28,595.0,596.0,592.0,594.0,16707080,0.0,0
2021-09-29,580.0,583.0,577.0,580.0,49310524,0.0,0
2021-09-30,580.0,585.0,575.0,580.0,30465107,0.0,0
2021-10-01,579.0,579.0,571.0,574.0,36704493,0.0,0
2021-10-04,574.0,575.0,569.0,572.0,20957803,0.0,0
2021-10-05,562.0,572.0,560.0,572.0,33824024,0.0,0
2021-10-06,573.0,574.0,565.0,571.0,32508846,0.0,0
2021-10-07,575.0,582.0,572.0,580.0,27933054,0.0,0
2021-10-08,582.0,583.0,573.0,575.0,18279079,0.0,0
2021-10-12,570.0,575.0,564.0,575.0,26522907,0.0,0
2021-10-13,572.0,575.0,570.0,571.0,18914374,0.0,0
2021-10-14,579.0,579.0,573.0,573.0,13916927,0.0,0
2021-10-15,592.0,600.0,586.0,600.0,53150216,0.0,0
2021-10-18,604.0,604.0,590.0,590.0,19158568,0.0,0
2021-10-19,598.0,600.0,593.0,600.0,17386359,0.0,0
2021-10-20,603.0,604.0,597.0,598.0,16372520,0.0,0
2021-10-21,602.0,603.0,595.0,596.0,16169014,0.0,0
2021-10-22,600.0,602.0,594.0,600.0,13995403,0.0,0
2021-10-25,597.0,597.0,590.0,593.0,16785568,0.0,0
2021-10-26,595.0,600.0,593.0,599.0,19998808,0.0,0
2021-10-27,598.0,599.0,594.0,599.0,14961858,0.0,0
2021-10-28,598.0,598.0,591.0,595.0,16570044,0.0,0
2021-10-29,595.0,596.0,589.0,590.0,25763960,0.0,0
2021-11-01,591.0,593.0,590.0,590.0,16089351,0.0,0
2021-11-02,594.0,597.0,590.0,592.0,15192404,0.0,0
2021-11-03,597.0,597.0,592.0,592.0,10224009,0.0,0
2021-11-04,592.0,594.0,585.0,587.0,17932145,0.0,0
2021-11-05,598.0,600.0,595.0,600.0,33270827,0.0,0
